,name,gene_reaction_rule,subunit_num,subunit_mw
3OAS180_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),b1095,2,43.04528340000006
3OAS180_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),b2323,2 ,42.61287280000006
3HAD180_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),b0954,2,18.9688386
3HAD180_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),b0180,6 ,17.03275699999999
CDAPPA120,CDP-Diacylglycerol pyrophostatase (n-C12:0),b3918,1,28.450435500000026
PSSA120,Phosphatidylserine syntase (n-C12:0),b2585,1,52.801136299999946
PSD120,Phosphatidylserine decarboxylase (n-C12:0),b4160,1,35.93397080000004
PAPA120,Phosphatidate phosphatase (n-C12:0),b1278,1,29.020883700000027
MDDEP1pp_num1,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b2175,1,21.039626300000013
MDDEP1pp_num2,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b1655,1,29.916235599999993
MDDEP1pp_num3,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b2328,2,30.136332400000015
MDDEP1pp_num4,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b3182,1,51.79771050000005
MDDEP1pp_num5,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b2134,1,33.88703390000008
MDDEP1pp_num6,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b1856,1,49.057153700000036
MDDEP1pp_num7,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b0376,1 ,41.84855800000002
MDDEP2pp_num1,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b2175,1,21.039626300000013
MDDEP2pp_num2,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b1655,1,29.916235599999993
MDDEP2pp_num3,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b2328,2,30.136332400000015
MDDEP2pp_num4,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b3182,1,51.79771050000005
MDDEP2pp_num5,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b2134,1,33.88703390000008
MDDEP2pp_num6,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b1856,1,49.057153700000036
MDDEP2pp_num7,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b0376,1 ,41.84855800000002
PSD181,Phosphatidylserine decarboxylase (n-C18:1),b4160,1,35.93397080000004
DAGK180,Diacylglycerol kinase (n-C18:0),b4042,3,13.24452499999999
DAGK181,Diacylglycerol kinase (n-C18:1),b4042,3,13.24452499999999
PLIPA2E120pp,"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",b3821,2,33.16271369999999
PLIPA2G141pp,"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)",b3821,2,33.16271369999999
PLIPA2G161pp,"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",b3821,2,33.16271369999999
LPLIPAL1A120pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1A181pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1E120pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",b0494,4,23.621871499999994
3OAR180,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),b1093,4,25.56001369999998
G3PAT120,Glycerol-3-phosphate acyltransferase (C12:0),b1094 and b4041,1 and 1 ,8.639416499999992 and 91.38036490000037
PGSA120,Phosphatidylglycerol synthase (n-C12:0),b1912,1,20.7003721
TDSR2,Thiol:disulfide reductase (DsbG),b0604 and b4136,2 and 1 ,27.49467260000001 and 61.79434410000012
GTHRDtex_num1,Glutathione transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
GTHRDtex_num2,Glutathione transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
GTHRDtex_num3,Glutathione transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GTHRDtex_num4,Glutathione transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),b0886 and b0887,1 and 1 ,62.91938320000014 and 65.0553721000002
NADHPO,NADH peroxidase,b0606 and b0605,2 and 10 ,56.17643240000001 and 20.761185399999988
ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),b0221,1,89.22337480000046
ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),b0221,1,89.22337480000046
ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),b0221,1,89.22337480000046
ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),b0221,1,89.22337480000046
ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),b0221,1,89.22337480000046
ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),b0221,1,89.22337480000046
ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),b0221,1,89.22337480000046
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 ,19.87440520000001 and 20.53754819999999 and 25.055564499999996 and 16.457132099999995 and 36.21872570000001 and 56.5238695000001 and 10.84489389999999 and 49.29189280000004 and 66.43728980000024 and 52.04344910000004 and 100.29805420000055 and 68.23530240000018 and 18.589847500000005
NADH18pp,NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 ,19.87440520000001 and 20.53754819999999 and 25.055564499999996 and 16.457132099999995 and 36.21872570000001 and 56.5238695000001 and 10.84489389999999 and 49.29189280000004 and 66.43728980000024 and 52.04344910000004 and 100.29805420000055 and 68.23530240000018 and 18.589847500000005
GLYBt2pp_num1,Glycine betaine transport via proton symport (periplasm),b1801,1,52.880519500000055
GLYBt2pp_num2,Glycine betaine transport via proton symport (periplasm),b4111,2 ,54.84515890000003
DSERt2pp,D-serine transport in via proton symport (periplasm),b4208,1,51.65905060000007
ALAt4pp,L-alanine transport in via sodium symport (periplasm),b0007,1,51.66229100000005
LYSt3pp_num1,L-lysine transport out via proton antiport (cytoplasm to periplasm),b2923,1,23.1754283
LYSt3pp_num2,L-lysine transport out via proton antiport (cytoplasm to periplasm),b0874,1 ,32.33967480000004
CTBTCAL2,Crotonobetaine-CoA Ligase,b0037,1,58.55845330000009
BGLA1_num1,6-phospho-beta-glucosidase,b2716,1,53.93429920000008
BGLA1_num2,6-phospho-beta-glucosidase,b1734,4,50.51191050000001
BGLA1_num3,6-phospho-beta-glucosidase,b3721,1 ,53.16065850000007
GDPMNP,GDP-mannose phyrophosphatase,b2467,2,21.74840270000001
AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),b3833,1,28.07288920000001
FA120ACPHi,Fatty-acyl-ACP hydrolase,b0404,1,22.9608319
FA80ACPHi,Fatty-acyl-ACP hydrolase,b0404,1,22.9608319
FA140ACPHi,Fatty-acyl-ACP hydrolase,b0404,1,22.9608319
FA100ACPHi,Fatty-acyl-ACP hydrolase,b0404,1,22.9608319
CRNDCAL2,D-Carnitine-CoA Ligase,b0037,1,58.55845330000009
CRNCAL2,Carnitine-CoA Ligase,b0037,1,58.55845330000009
CHLt2pp_num1,Choline transport via proton symport (periplasm),b0314,1,75.84125630000028
CHLt2pp_num2,Choline transport via proton symport (periplasm),b1801,1 ,52.880519500000055
GLYt4pp,Glycine transport in via sodium symport (periplasm),b0007,1,51.66229100000005
FRULYSE,Fructoselysine 3-epimerase,b4474,8,31.168519800000034
FRULYSt2pp,Fructoselysine transport via proton symport (periplasm),b3370,1,47.575973000000054
TUNGStex_num1,Tungstate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
TUNGStex_num2,Tungstate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
TUNGStex_num3,Tungstate transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
TUNGStex_num4,Tungstate transport via diffusion (extracellular to periplasm),b0241,3 ,38.92151909999999
COBALT2tpp_num1,Cobalt transport in via permease (no H+),b3040,1,26.48448009999999
COBALT2tpp_num2,Cobalt transport in via permease (no H+),b3816,1 ,36.589265000000005
OXCDC,Oxalyl-CoA decarboxylase,b2373,4,60.58053590000012
LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",b3825,1,38.97778180000005
LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",b3825,1,38.97778180000005
LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",b3825,1,38.97778180000005
LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",b3825,1,38.97778180000005
LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",b3825,1,38.97778180000005
UM3PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,b4233,1,49.873556500000106
UM4PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,b4233,1,49.873556500000106
2MAHMP_num1,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,b0446,1,30.370595700000006
2MAHMP_num2,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,b1134,1 ,17.432713799999988
ZN2tpp,Zinc transport in via permease (no H+),b3040,1,26.48448009999999
NI2tpp,Nickel (+2) transport in via permease (no H+),b3816,1,36.589265000000005
COBALT2t3pp_num1,Cobalt (Co+2) transport out via proton antiport (periplasm),b0752,1,34.67800870000006
COBALT2t3pp_num2,Cobalt (Co+2) transport out via proton antiport (periplasm),b3915,2 ,32.92687360000004
PLIPA1A120pp,"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",b3821,2,33.16271369999999
PLIPA1A140pp,"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)",b3821,2,33.16271369999999
PLIPA1A141pp,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",b3821,2,33.16271369999999
PLIPA1A160pp,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",b3821,2,33.16271369999999
PLIPA1A161pp,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",b3821,2,33.16271369999999
PLIPA1A180pp,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",b3821,2,33.16271369999999
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",b3825,1,38.97778180000005
CAt6pp,Calcium / sodium antiporter (1:1),b3196,1,34.740175500000014
5DGLCNt2rpp,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)",b4265,1,46.04072780000005
GALCTNt2pp,D-galactonate transport via proton symport (periplasm),b3691,1,47.076147100000014
GALCTNLtex_num1,L-galactonate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GALCTNLtex_num2,L-galactonate transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
GALCTNLtex_num3,L-galactonate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
GALCTNLtex_num4,L-galactonate transport via diffusion (extracellular to periplasm),b0241,3 ,38.92151909999999
KDUI,5-keto-4-deoxyuronate isomerase,b2843,6,31.07601660000004
CA2t3pp,Calcium (Ca+2) transport out via proton antiport (periplasm),b1216,1,39.16798490000006
NADH17pp,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 ,19.87440520000001 and 20.53754819999999 and 25.055564499999996 and 16.457132099999995 and 36.21872570000001 and 56.5238695000001 and 10.84489389999999 and 49.29189280000004 and 66.43728980000024 and 52.04344910000004 and 100.29805420000055 and 68.23530240000018 and 18.589847500000005
FA161ACPHi,Fatty-acyl-ACP hydrolase,b0404,1,22.9608319
FA141ACPHi,Fatty-acyl-ACP hydrolase,b0404,1,22.9608319
ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),b2923,1,23.1754283
FA160ACPHi,Fatty-acyl-ACP hydrolase,b0404,1,22.9608319
MALDtex_num1,D-Malate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MALDtex_num2,D-Malate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MALDtex_num3,D-Malate transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
MALDtex_num4,D-Malate transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
OROTtex_num1,Orotate transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
OROTtex_num2,Orotate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
OROTtex_num3,Orotate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
OROTtex_num4,Orotate transport via diffusion (extracellular to periplasm),b0241,3 ,38.92151909999999
PPAt4pp,Na+/Propionate symporter (periplasm),b1015,1,54.34351770000012
OROTt2_2pp,Orotate transport via proton symport (2 H) (periplasm),b3528,1,45.43573190000005
MALDt2_2pp,D-Malate transport via proton symport (2 H) (periplasm),b3528,1,45.43573190000005
5DGLCNtex_num1,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
5DGLCNtex_num2,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
5DGLCNtex_num3,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
5DGLCNtex_num4,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DTARTD,D(-)-tartrate dehydratase,b4122,2,60.10461080000008
PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",b3821,2,33.16271369999999
PLIPA2E180pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",b3821,2,33.16271369999999
PLIPA2G120pp,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",b3821,2,33.16271369999999
PLIPA2G180pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",b3821,2,33.16271369999999
LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",b0494,4,23.621871499999994
PSCLYSt2pp,Psicoselysine transport via proton symport (periplasm),b3370,1,47.575973000000054
LYSt2pp,L-lysine transport in via proton symport (periplasm),b2156,1,53.57523990000002
GLYt2pp_num1,Glycine transport in via proton symport (periplasm),b1801,1,52.880519500000055
GLYt2pp_num2,Glycine transport in via proton symport (periplasm),b4208,1 ,51.65905060000007
ALAt2pp_num1,L-alanine transport in via proton symport (periplasm),b4208,1,51.65905060000007
ALAt2pp_num2,L-alanine transport in via proton symport (periplasm),b4130,1 ,53.05400150000016
BALAt2pp,Beta-alanine transport in via proton symport (periplasm),b4208,1,51.65905060000007
DALAt2pp,D-alanine transport in via proton symport (periplasm),b4208,1,51.65905060000007
FE2tpp,Iron (+2) transport in via permease (no H+),b3040,1,26.48448009999999
MN2tpp,Manganese transport in via permease (no H+),b3040,1,26.48448009999999
MG2tpp,Magnesium (+2) transport in via diffusion,b3816,1,36.589265000000005
NI2t3pp_num1,Nickle (Ni+2) transport out via proton antiport (periplasm),b3915,2,32.92687360000004
NI2t3pp_num2,Nickle (Ni+2) transport out via proton antiport (periplasm),b0752,1 ,34.67800870000006
PPAtex_num1,Propionate transport via diffusion,b0929,3,39.3327982
PPAtex_num2,Propionate transport via diffusion,b0241,3,38.92151909999999
PPAtex_num3,Propionate transport via diffusion,b1377,1,41.219343300000034
PPAtex_num4,Propionate transport via diffusion,b2215,3 ,40.36758979999997
GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),b4356,1,49.43995240000006
GALCTLO,L-galactonate oxidoreductase,b4358,1,36.447462700000024
PSCLYStex_num1,Psicoselysine transporter via diffusion (extracellular),b1377,1,41.219343300000034
PSCLYStex_num2,Psicoselysine transporter via diffusion (extracellular),b0929,3,39.3327982
PSCLYStex_num3,Psicoselysine transporter via diffusion (extracellular),b2215,3,40.36758979999997
PSCLYStex_num4,Psicoselysine transporter via diffusion (extracellular),b0241,3 ,38.92151909999999
THYMtex_num1,Thymine transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
THYMtex_num2,Thymine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
THYMtex_num3,Thymine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
THYMtex_num4,Thymine transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
CU2tpp,Copper transport in via permease (no H+),b3040,1,26.48448009999999
FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),b3915,2,32.92687360000004
MN2t3pp_num1,Manganese (Mn+2) transport out via proton antiport (periplasm),b3915,2,32.92687360000004
MN2t3pp_num2,Manganese (Mn+2) transport out via proton antiport (periplasm),b0752,1 ,34.67800870000006
CD2tpp,Cadmium (+2) transport in via permease (no H+),b3040,1,26.48448009999999
THRA_num1,Threonine aldolase,b2551,2,45.31605480000002
THRA_num2,Threonine aldolase,b0870,4 ,36.49429420000008
XYLK2_num1,L-xylulokinase,b0063,2,61.08872140000013
XYLK2_num2,L-xylulokinase,b3580,2 ,55.154228400000136
GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),b3431,1,73.57576470000025
CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),b0155,2,50.34812350000003
POR5_num1,Pyruvate synthase,( b1378 and b0684 ),( 1 and 1 ),( 128.82293540000057 and 19.7366991 )
POR5_num2,Pyruvate synthase,( b1378 and b2895 ),( 1 and 1 ) ,128.82293540000057 and 19.6999514
HACD8_num1,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",b3846,2,79.59295340000031
HACD8_num2,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",b2341,1 ,77.0712984000004
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,b3846,2,79.59295340000031
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,b3846,2,79.59295340000031
MALCOAMT,Malonyl-CoA methyltransferase,b0777,1,28.2758538
OGMEACPS,3-Oxo-glutaryl-[ACP] methyl ester synthase,b1091,2,33.51474130000005
OGMEACPR,3-Oxo-glutaryl-[ACP] methyl ester reductase,b1093,4,25.56001369999998
OPMEACPS,3-Oxo-pimeloyl-[ACP] methyl ester synthase,b2323,2,42.61287280000006
LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,1 and 2 and 1 and 1 and 1 and 1 and 1 ,89.6700456000006 and 26.800322000000026 and 40.3571724 and 39.61814920000003 and 21.702360700000014 and 20.126639699999995 and 21.356295199999995
DGUNC_num1,Diguanylate cyclase,b1025,1,51.78191410000007
DGUNC_num2,Diguanylate cyclase,b1794,1,38.54515880000005
DGUNC_num3,Diguanylate cyclase,b1341,4,46.45165360000008
DGUNC_num4,Diguanylate cyclase,b1535,2,33.863102100000056
DGUNC_num5,Diguanylate cyclase,b1490,2 ,53.17702890000005
CDGUNPD_num1,"3,5-cyclic-nucleotide phosphodiesterase",b1285,1,74.6641167000003
CDGUNPD_num2,"3,5-cyclic-nucleotide phosphodiesterase",b1489,2,90.25933490000054
CDGUNPD_num3,"3,5-cyclic-nucleotide phosphodiesterase",b2503,2,85.60665820000033
CDGUNPD_num4,"3,5-cyclic-nucleotide phosphodiesterase",b3525,1,29.6009005
CDGUNPD_num5,"3,5-cyclic-nucleotide phosphodiesterase",b0315,2 ,40.72441380000006
LDGUNPD,Linear diguanylate phosphodiesterase,b1285,1,74.6641167000003
MPTAT,Molybdopterin adenylyltransferase,b0009,3,21.222104999999992
MOADSUx,"MoaD sulfuration (nadh, assumed)",b0784 and b2530,2 and 2 ,8.757826599999994 and 45.08899430000002
CMtpp_num1,Chloramphenicol transport via TolC system,( b3035 and b0463 and b2470 ),( 3 and 6 and 3 ),( 53.740044600000125 and 42.19617500000005 and 113.04601800000081 )
CMtpp_num2,Chloramphenicol transport via TolC system,( b3035 and b0463 and b0462 ),( 3 and 6 and 3 ) ,53.740044600000125 and 42.19617500000005 and 113.5723049000008
FUSAtpp_num1,Fusidic acid transport via TolC system,( b3035 and b0463 and b0462 ),( 3 and 6 and 3 ),( 53.740044600000125 and 42.19617500000005 and 113.5723049000008 )
FUSAtpp_num2,Fusidic acid transport via TolC system,( b3035 and b0463 and b2470 ),( 3 and 6 and 3 ) ,53.740044600000125 and 42.19617500000005 and 113.04601800000081
MINCYCtex_num1,Minocycline transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MINCYCtex_num2,Minocycline transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MINCYCtex_num3,Minocycline transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MINCYCtex_num4,Minocycline transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MINCYCtpp_num1,Minocycline transport via TolC system,( b3035 and b0463 and b2470 ),( 3 and 6 and 3 ),( 53.740044600000125 and 42.19617500000005 and 113.04601800000081 )
MINCYCtpp_num2,Minocycline transport via TolC system,( b3035 and b0463 and b0462 ),( 3 and 6 and 3 ) ,53.740044600000125 and 42.19617500000005 and 113.5723049000008
DOXRBCNtex_num1,Doxorubicin transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
