,name,gene_reaction_rule,subunit_mw,subunit_num
MLTGY4pp_num5,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b2813,40.41061,1
MLTGY4pp_num6,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b1193,22.22655,1
MLTGY4pp_num7,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b2558,58.30215,1
MLTGY4pp_num8,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b1097,38.247 ,1 
EAR60x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),b1288,27.86394,4
EAR80x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),b1288,27.86394,4
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",b0914,64.46071,2
NTP11,Nucleoside-triphosphatase (dITP),b4394,18.21266,2
3OAS180_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),b1095,43.04576,2
3OAS180_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),b2323,42.61332 ,2 
3HAD180_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),b0954,18.96905,2
3HAD180_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),b0180,17.03295 ,6 
CDAPPA120,CDP-Diacylglycerol pyrophostatase (n-C12:0),b3918,28.45076,1
PSSA120,Phosphatidylserine syntase (n-C12:0),b2585,52.80179,1
PSD120,Phosphatidylserine decarboxylase (n-C12:0),b4160,35.93442,1
PAPA120,Phosphatidate phosphatase (n-C12:0),b1278,29.02126,1
MDDEP1pp_num1,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b2175,21.04,1
MDDEP1pp_num2,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b1655,29.917,1
MDDEP1pp_num3,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b2328,30.13667,2
MDDEP1pp_num4,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b3182,51.79831,1
MDDEP1pp_num5,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b2134,33.88741,1
MDDEP1pp_num6,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b1856,49.058,1
MDDEP1pp_num7,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",b0376,41.849 ,1 
MDDEP2pp_num1,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b2175,21.04,1
MDDEP2pp_num2,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b1655,29.917,1
MDDEP2pp_num3,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b2328,30.13667,2
MDDEP2pp_num4,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b3182,51.79831,1
MDDEP2pp_num5,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b2134,33.88741,1
MDDEP2pp_num6,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b1856,49.058,1
MDDEP2pp_num7,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",b0376,41.849 ,1 
PSD181,Phosphatidylserine decarboxylase (n-C18:1),b4160,35.93442,1
DAGK180,Diacylglycerol kinase (n-C18:0),b4042,13.24468,3
DAGK181,Diacylglycerol kinase (n-C18:1),b4042,13.24468,3
PLIPA2E120pp,"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",b3821,33.16313,2
PLIPA2G141pp,"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)",b3821,33.16313,2
PLIPA2G161pp,"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",b3821,33.16313,2
LPLIPAL1A120pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",b0494,23.62216,4
LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",b0494,23.62216,4
LPLIPAL1A181pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",b0494,23.62216,4
LPLIPAL1E120pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",b0494,23.62216,4
3OAR180,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),b1093,25.56029,4
G3PAT120,Glycerol-3-phosphate acyltransferase (C12:0),b1094 and b4041,8.63952 and 91.38145 ,1 and 1 
PGSA120,Phosphatidylglycerol synthase (n-C12:0),b1912,20.70064,1
TDSR2,Thiol:disulfide reductase (DsbG),b0604 and b4136,27.49499 and 61.7951 ,2 and 1 
GTHRDtex_num1,Glutathione transport via diffusion (extracellular to periplasm),b1377,41.21985,1
GTHRDtex_num2,Glutathione transport via diffusion (extracellular to periplasm),b0241,38.922,3
GTHRDtex_num3,Glutathione transport via diffusion (extracellular to periplasm),b0929,39.33331,3
GTHRDtex_num4,Glutathione transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),b0886 and b0887,62.92017 and 65.05619 ,1 and 1 
NADHPO,NADH peroxidase,b0606 and b0605,56.177 and 20.761 ,2 and 10 
ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),b0221,89.22444,1
ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),b0221,89.22444,1
ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),b0221,89.22444,1
ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),b0221,89.22444,1
ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),b0221,89.22444,1
ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),b0221,89.22444,1
ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),b0221,89.22444,1
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,19.87465 and 20.53775 and 25.05582 and 16.45733 and 36.21915 and 56.52454 and 10.84502 and 49.29245 and 66.43808 and 52.04409 and 100.2992 and 68.23611 and 18.59005 ,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 
NADH18pp,NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,19.87465 and 20.53775 and 25.05582 and 16.45733 and 36.21915 and 56.52454 and 10.84502 and 49.29245 and 66.43808 and 52.04409 and 100.2992 and 68.23611 and 18.59005 ,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 
GLYBt2pp_num1,Glycine betaine transport via proton symport (periplasm),b1801,52.88118,1
GLYBt2pp_num2,Glycine betaine transport via proton symport (periplasm),b4111,54.84582 ,2 
DSERt2pp,D-serine transport in via proton symport (periplasm),b4208,51.65966,1
ALAt4pp,L-alanine transport in via sodium symport (periplasm),b0007,51.66288,1
LYSt3pp_num1,L-lysine transport out via proton antiport (cytoplasm to periplasm),b2923,23.1757,1
LYSt3pp_num2,L-lysine transport out via proton antiport (cytoplasm to periplasm),b0874,32.34 ,1 
CTBTCAL2,Crotonobetaine-CoA Ligase,b0037,58.55909,1
BGLA1_num1,6-phospho-beta-glucosidase,b2716,53.935,1
BGLA1_num2,6-phospho-beta-glucosidase,b1734,50.5125,4
BGLA1_num3,6-phospho-beta-glucosidase,b3721,53.161 ,1 
GDPMNP,GDP-mannose phyrophosphatase,b2467,21.74866,2
AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),b3833,28.07321,1
FA120ACPHi,Fatty-acyl-ACP hydrolase,b0404,22.9611,1
FA80ACPHi,Fatty-acyl-ACP hydrolase,b0404,22.9611,1
FA140ACPHi,Fatty-acyl-ACP hydrolase,b0404,22.9611,1
FA100ACPHi,Fatty-acyl-ACP hydrolase,b0404,22.9611,1
CRNDCAL2,D-Carnitine-CoA Ligase,b0037,58.55909,1
CRNCAL2,Carnitine-CoA Ligase,b0037,58.55909,1
CHLt2pp_num1,Choline transport via proton symport (periplasm),b0314,75.84219,1
CHLt2pp_num2,Choline transport via proton symport (periplasm),b1801,52.88118 ,1 
GLYt4pp,Glycine transport in via sodium symport (periplasm),b0007,51.66288,1
FRULYSE,Fructoselysine 3-epimerase,b4474,31.16883,8
FRULYSt2pp,Fructoselysine transport via proton symport (periplasm),b3370,47.57654,1
TUNGStex_num1,Tungstate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TUNGStex_num2,Tungstate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
TUNGStex_num3,Tungstate transport via diffusion (extracellular to periplasm),b2215,40.36812,3
TUNGStex_num4,Tungstate transport via diffusion (extracellular to periplasm),b0241,38.922 ,3 
COBALT2tpp_num1,Cobalt transport in via permease (no H+),b3040,26.48477,1
COBALT2tpp_num2,Cobalt transport in via permease (no H+),b3816,36.58971 ,1 
OXCDC,Oxalyl-CoA decarboxylase,b2373,60.58123,4
LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",b3825,38.97826,1
LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",b3825,38.97826,1
LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",b3825,38.97826,1
LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",b3825,38.97826,1
LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",b3825,38.97826,1
UM3PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,b4233,49.87412,1
UM4PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,b4233,49.87412,1
2MAHMP_num1,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,b0446,30.37091,1
2MAHMP_num2,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,b1134,17.43291 ,1 
ZN2tpp,Zinc transport in via permease (no H+),b3040,26.48477,1
NI2tpp,Nickel (+2) transport in via permease (no H+),b3816,36.58971,1
COBALT2t3pp_num1,Cobalt (Co+2) transport out via proton antiport (periplasm),b0752,34.67842,1
COBALT2t3pp_num2,Cobalt (Co+2) transport out via proton antiport (periplasm),b3915,32.92726 ,2 
PLIPA1A120pp,"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",b3821,33.16313,2
PLIPA1A140pp,"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)",b3821,33.16313,2
PLIPA1A141pp,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",b3821,33.16313,2
PLIPA1A160pp,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",b3821,33.16313,2
PLIPA1A161pp,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",b3821,33.16313,2
PLIPA1A180pp,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",b3821,33.16313,2
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",b3825,38.97826,1
CAt6pp,Calcium / sodium antiporter (1:1),b3196,34.74061,1
5DGLCNt2rpp,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)",b4265,46.04129,1
GALCTNt2pp,D-galactonate transport via proton symport (periplasm),b3691,47.07673,1
GALCTNLtex_num1,L-galactonate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
GALCTNLtex_num2,L-galactonate transport via diffusion (extracellular to periplasm),b2215,40.36812,3
GALCTNLtex_num3,L-galactonate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
GALCTNLtex_num4,L-galactonate transport via diffusion (extracellular to periplasm),b0241,38.922 ,3 
KDUI,5-keto-4-deoxyuronate isomerase,b2843,31.076,6
CA2t3pp,Calcium (Ca+2) transport out via proton antiport (periplasm),b1216,39.16846,1
NADH17pp,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285,19.87465 and 20.53775 and 25.05582 and 16.45733 and 36.21915 and 56.52454 and 10.84502 and 49.29245 and 66.43808 and 52.04409 and 100.2992 and 68.23611 and 18.59005 ,1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 
FA161ACPHi,Fatty-acyl-ACP hydrolase,b0404,22.9611,1
FA141ACPHi,Fatty-acyl-ACP hydrolase,b0404,22.9611,1
ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),b2923,23.1757,1
FA160ACPHi,Fatty-acyl-ACP hydrolase,b0404,22.9611,1
MALDtex_num1,D-Malate transport via diffusion (extracellular to periplasm),b0241,38.922,3
MALDtex_num2,D-Malate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
MALDtex_num3,D-Malate transport via diffusion (extracellular to periplasm),b2215,40.36812,3
MALDtex_num4,D-Malate transport via diffusion (extracellular to periplasm),b0929,39.33331 ,3 
OROTtex_num1,Orotate transport via diffusion (extracellular to periplasm),b2215,40.36812,3
OROTtex_num2,Orotate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
OROTtex_num3,Orotate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
OROTtex_num4,Orotate transport via diffusion (extracellular to periplasm),b0241,38.922 ,3 
PPAt4pp,Na+/Propionate symporter (periplasm),b1015,54.34417,1
OROTt2_2pp,Orotate transport via proton symport (2 H) (periplasm),b3528,45.43628,1
MALDt2_2pp,D-Malate transport via proton symport (2 H) (periplasm),b3528,45.43628,1
5DGLCNtex_num1,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
5DGLCNtex_num2,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
5DGLCNtex_num3,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b0241,38.922,3
5DGLCNtex_num4,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
DTARTD,D(-)-tartrate dehydratase,b4122,60.10532,2
PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",b3821,33.16313,2
PLIPA2E180pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",b3821,33.16313,2
PLIPA2G120pp,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",b3821,33.16313,2
PLIPA2G180pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",b3821,33.16313,2
LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",b0494,23.62216,4
LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",b0494,23.62216,4
PSCLYSt2pp,Psicoselysine transport via proton symport (periplasm),b3370,47.57654,1
LYSt2pp,L-lysine transport in via proton symport (periplasm),b2156,53.57591,1
GLYt2pp_num1,Glycine transport in via proton symport (periplasm),b1801,52.88118,1
GLYt2pp_num2,Glycine transport in via proton symport (periplasm),b4208,51.65966 ,1 
ALAt2pp_num1,L-alanine transport in via proton symport (periplasm),b4208,51.65966,1
ALAt2pp_num2,L-alanine transport in via proton symport (periplasm),b4130,53.05461 ,1 
BALAt2pp,Beta-alanine transport in via proton symport (periplasm),b4208,51.65966,1
DALAt2pp,D-alanine transport in via proton symport (periplasm),b4208,51.65966,1
FE2tpp,Iron (+2) transport in via permease (no H+),b3040,26.48477,1
MN2tpp,Manganese transport in via permease (no H+),b3040,26.48477,1
MG2tpp,Magnesium (+2) transport in via diffusion,b3816,36.58971,1
NI2t3pp_num1,Nickle (Ni+2) transport out via proton antiport (periplasm),b3915,32.92726,2
NI2t3pp_num2,Nickle (Ni+2) transport out via proton antiport (periplasm),b0752,34.67842 ,1 
PPAtex_num1,Propionate transport via diffusion,b0929,39.33331,3
PPAtex_num2,Propionate transport via diffusion,b0241,38.922,3
PPAtex_num3,Propionate transport via diffusion,b1377,41.21985,1
PPAtex_num4,Propionate transport via diffusion,b2215,40.36812 ,3 
GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),b4356,49.44047,1
GALCTLO,L-galactonate oxidoreductase,b4358,36.44787,1
PSCLYStex_num1,Psicoselysine transporter via diffusion (extracellular),b1377,41.21985,1
PSCLYStex_num2,Psicoselysine transporter via diffusion (extracellular),b0929,39.33331,3
PSCLYStex_num3,Psicoselysine transporter via diffusion (extracellular),b2215,40.36812,3
PSCLYStex_num4,Psicoselysine transporter via diffusion (extracellular),b0241,38.922 ,3 
THYMtex_num1,Thymine transport via diffusion (extracellular to periplasm),b2215,40.36812,3
THYMtex_num2,Thymine transport via diffusion (extracellular to periplasm),b0241,38.922,3
THYMtex_num3,Thymine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
THYMtex_num4,Thymine transport via diffusion (extracellular to periplasm),b0929,39.33331 ,3 
CU2tpp,Copper transport in via permease (no H+),b3040,26.48477,1
FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),b3915,32.92726,2
MN2t3pp_num1,Manganese (Mn+2) transport out via proton antiport (periplasm),b3915,32.92726,2
MN2t3pp_num2,Manganese (Mn+2) transport out via proton antiport (periplasm),b0752,34.67842 ,1 
CD2tpp,Cadmium (+2) transport in via permease (no H+),b3040,26.48477,1
THRA_num1,Threonine aldolase,b2551,45.31659,2
THRA_num2,Threonine aldolase,b0870,36.49471 ,4 
XYLK2_num1,L-xylulokinase,b0063,61.08942,2
XYLK2_num2,L-xylulokinase,b3580,55.15484 ,2 
GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),b3431,73.57668,1
CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),b0155,50.34872,2
POR5_num1,Pyruvate synthase,( b1378 and b0684 ),( 128.82445 and 19.73694 ),( 1 and 1 )
POR5_num2,Pyruvate synthase,( b1378 and b2895 ),( 128.82445 and 19.70018 ) ,( 1 and 1 ) 
HACD8_num1,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",b3846,79.59391,2
HACD8_num2,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",b2341,77.07221 ,1 
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,b3846,79.59391,2
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,b3846,79.59391,2
MALCOAMT,Malonyl-CoA methyltransferase,b0777,28.2762,1
OGMEACPS,3-Oxo-glutaryl-[ACP] methyl ester synthase,b1091,33.51512,2
OGMEACPR,3-Oxo-glutaryl-[ACP] methyl ester reductase,b1093,25.56029,4
OPMEACPS,3-Oxo-pimeloyl-[ACP] methyl ester synthase,b2323,42.61332,2
LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,89.671 and 26.80065 and 40.35765 and 39.61861 and 21.70263 and 20.12688 and 21.357 ,1 and 2 and 1 and 1 and 1 and 1 and 1 
DGUNC_num1,Diguanylate cyclase,b1025,51.783,1
DGUNC_num2,Diguanylate cyclase,b1794,38.546,1
DGUNC_num3,Diguanylate cyclase,b1341,46.452,4
DGUNC_num4,Diguanylate cyclase,b1535,33.863,2
DGUNC_num5,Diguanylate cyclase,b1490,53.178 ,2 
CDGUNPD_num1,"3,5-cyclic-nucleotide phosphodiesterase",b1285,74.665,1
CDGUNPD_num2,"3,5-cyclic-nucleotide phosphodiesterase",b1489,90.26038,2
CDGUNPD_num3,"3,5-cyclic-nucleotide phosphodiesterase",b2503,85.608,2
CDGUNPD_num4,"3,5-cyclic-nucleotide phosphodiesterase",b3525,29.601,1
CDGUNPD_num5,"3,5-cyclic-nucleotide phosphodiesterase",b0315,40.725 ,2 
LDGUNPD,Linear diguanylate phosphodiesterase,b1285,74.665,1
MPTAT,Molybdopterin adenylyltransferase,b0009,21.22235,3
MOADSUx,"MoaD sulfuration (nadh, assumed)",b0784 and b2530,8.75794 and 45.0895 ,2 and 2 
CMtpp_num1,Chloramphenicol transport via TolC system,( b3035 and b0463 and b2470 ),( 53.74072 and 42.19671 and 113.04734 ),( 3 and 6 and 3 )
CMtpp_num2,Chloramphenicol transport via TolC system,( b3035 and b0463 and b0462 ),( 53.74072 and 42.19671 and 113.57365 ) ,( 3 and 6 and 3 ) 
FUSAtpp_num1,Fusidic acid transport via TolC system,( b3035 and b0463 and b0462 ),( 53.74072 and 42.19671 and 113.57365 ),( 3 and 6 and 3 )
FUSAtpp_num2,Fusidic acid transport via TolC system,( b3035 and b0463 and b2470 ),( 53.74072 and 42.19671 and 113.04734 ) ,( 3 and 6 and 3 ) 
MINCYCtex_num1,Minocycline transport via diffusion (extracellular to periplasm),b0929,39.33331,3
MINCYCtex_num2,Minocycline transport via diffusion (extracellular to periplasm),b1377,41.21985,1
MINCYCtex_num3,Minocycline transport via diffusion (extracellular to periplasm),b0241,38.922,3
MINCYCtex_num4,Minocycline transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
MINCYCtpp_num1,Minocycline transport via TolC system,( b3035 and b0463 and b2470 ),( 53.74072 and 42.19671 and 113.04734 ),( 3 and 6 and 3 )
MINCYCtpp_num2,Minocycline transport via TolC system,( b3035 and b0463 and b0462 ),( 53.74072 and 42.19671 and 113.57365 ) ,( 3 and 6 and 3 ) 
DOXRBCNtex_num1,Doxorubicin transport via diffusion (extracellular to periplasm),b1377,41.21985,1
DOXRBCNtex_num2,Doxorubicin transport via diffusion (extracellular to periplasm),b0929,39.33331,3
DOXRBCNtex_num3,Doxorubicin transport via diffusion (extracellular to periplasm),b2215,40.36812,3
DOXRBCNtex_num4,Doxorubicin transport via diffusion (extracellular to periplasm),b0241,38.922 ,3 
DOXRBCNtpp_num1,Doxorubicin transport via TolC system,( b3035 and b0463 and b0462 ),( 53.74072 and 42.19671 and 113.57365 ),( 3 and 6 and 3 )
DOXRBCNtpp_num2,Doxorubicin transport via TolC system,( b3035 and b0463 and b2470 ),( 53.74072 and 42.19671 and 113.04734 ) ,( 3 and 6 and 3 ) 
REPHACCOAI,"Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",b1394,28.40461,1
ACPPAT141,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1),b1094 and b1090,8.63952 and 38.21443 ,1 and 1 
ACPPAT161,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),b1094 and b1090,8.63952 and 38.21443 ,1 and 1 
ACPPAT180,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0),b1094 and b1090,8.63952 and 38.21443 ,1 and 1 
APG3PAT160,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),b3059,22.19343,1
APG3PAT161,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1),b3059,22.19343,1
APG3PAT180,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0),b3059,22.19343,1
ICYSDS,ISC Cysteine desulfuration,b2530,45.0895,2
I4FE4SR,ISC [4Fe-4S] Reduction,b2529,13.84859,1
S2FE2ST,SUF [2Fe-2S] Transfer,b1684 and b1682 and b1681 and b1683,13.30011 and 27.58237 and 46.82275 and 54.74532 ,2 and 2 and 1 and 1 
BMOCOS,Bis-molybdenum cofactor synthase,b0827,44.06727,2
BWCOS,Tungsten bispterin cofactor synthase,b0827,44.06727,2
BWCOGDS1,Tungsten bispterin guanine dinucleotide synthase (single GDP),b3857,21.64286,1
BWCOGDS2,Tungsten bispterin guanine dinucleotide synthase,b3857,21.64286,1
DHNPTE,Dihydroneopterin epimerase,b3058,13.61953,8
DHMPTR,Dihydromonapterin reductase,b1606,26.3483,1
NOVBCNtpp_num1,Novobiocin transport via TolC system,( b3035 and b0463 and b2470 ),( 53.74072 and 42.19671 and 113.04734 ),( 3 and 6 and 3 )
NOVBCNtpp_num2,Novobiocin transport via TolC system,( b3035 and b0463 and b0462 ),( 53.74072 and 42.19671 and 113.57365 ) ,( 3 and 6 and 3 ) 
CMtex_num1,Chloramphenicol transport via diffusion (extracellular to periplasm),b1377,41.21985,1
CMtex_num2,Chloramphenicol transport via diffusion (extracellular to periplasm),b2215,40.36812,3
CMtex_num3,Chloramphenicol transport via diffusion (extracellular to periplasm),b0929,39.33331,3
CMtex_num4,Chloramphenicol transport via diffusion (extracellular to periplasm),b0241,38.922 ,3 
LALALGLUtex_num1,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
LALALGLUtex_num2,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
