gene,GO,GO_fun,namespcae
b2567,GO:0005524,ATP binding,molecular_function
b2567,GO:0019843,rRNA binding,molecular_function
b2567,GO:0046872,metal ion binding,molecular_function
b1652,GO:0000287,magnesium ion binding,molecular_function
b1652,GO:0003676,nucleic acid binding,molecular_function
b1652,GO:0008408,3'-5' exonuclease activity,molecular_function
b1652,GO:0016896,"exoribonuclease activity, producing 5'-phosphomonoesters",molecular_function
b1350,GO:0051908,"double-stranded DNA 5'-3' exodeoxyribonuclease activity,",molecular_function
b1345,GO:0003677,"DNA binding,",molecular_function
b1363,GO:0005267,potassium channel activity,molecular_function
b1363,GO:0015388,potassium uptake transmembrane transporter activity,molecular_function
b1363,GO:0022820,potassium ion symporter activity,molecular_function
b1363,GO:0030955,potassium ion binding,molecular_function
b1360,GO:0005524,ATP binding,molecular_function
b1360,GO:0043565,sequence-specific DNA binding,molecular_function
b1356,GO:0003677,"DNA binding,",molecular_function
b1357,GO:0003677,"DNA binding,",molecular_function
b1374,GO:0000150,recombinase activity,molecular_function
b1374,GO:0003677,DNA binding,molecular_function
b1374,GO:0005515,protein binding,molecular_function
b1372,GO:0005198,"structural molecule activity,",molecular_function
b1349,GO:0003677,DNA binding,molecular_function
b1349,GO:0003697,single-stranded DNA binding,molecular_function
b1349,GO:0005515,protein binding,molecular_function
b1348,GO:1990238,"double-stranded DNA endodeoxyribonuclease activity,",molecular_function
b4469,GO:0003824,catalytic activity,molecular_function
b4469,GO:0005506,iron ion binding,molecular_function
b4469,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b1166,GO:0003677,"DNA binding,",molecular_function
b0700,GO:0005515,"protein binding,",molecular_function
b2460,GO:0005515,"protein binding,",molecular_function
b4506,GO:0003735,"structural constituent of ribosome,",molecular_function
b1921,GO:0001047,core promoter binding,molecular_function
b1921,GO:0016989,sigma factor antagonist activity,molecular_function
b4326,GO:0005515,protein binding,molecular_function
b4326,GO:0043856,anti-sigma factor antagonist activity,molecular_function
b1160,GO:0005515,protein binding,molecular_function
b1160,GO:0043856,anti-sigma factor antagonist activity,molecular_function
b0081,GO:0000976,transcription regulatory region sequence-specific DNA binding,molecular_function
b0081,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b0081,GO:0043565,sequence-specific DNA binding,molecular_function
b1588,GO:0003954,NADH dehydrogenase activity,molecular_function
b1588,GO:0005515,protein binding,molecular_function
b1588,GO:0009055,electron carrier activity,molecular_function
b1588,GO:0009389,dimethyl sulfoxide reductase activity,molecular_function
b1588,GO:0030151,molybdenum ion binding,molecular_function
b1588,GO:0033797,selenate reductase activity,molecular_function
b1588,GO:0051536,iron-sulfur cluster binding,molecular_function
b1588,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b0120,GO:0004014,"adenosylmethionine decarboxylase activity,",molecular_function
b2942,GO:0000287,magnesium ion binding,molecular_function
b2942,GO:0004478,methionine adenosyltransferase activity,molecular_function
b2942,GO:0005515,protein binding,molecular_function
b2942,GO:0005524,ATP binding,molecular_function
b2942,GO:0030955,potassium ion binding,molecular_function
b2942,GO:0042802,identical protein binding,molecular_function
b0405,GO:0051075,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity,",molecular_function
b0355,GO:0018738,S-formylglutathione hydrolase activity,molecular_function
b0355,GO:0052689,carboxylic ester hydrolase activity,molecular_function
b2154,GO:0004416,hydroxyacylglutathione hydrolase activity,molecular_function
b2154,GO:0018738,S-formylglutathione hydrolase activity,molecular_function
b2154,GO:0042802,identical protein binding,molecular_function
b2154,GO:0052689,carboxylic ester hydrolase activity,molecular_function
b2687,GO:0005506,iron ion binding,molecular_function
b2687,GO:0043768,S-ribosylhomocysteine lyase activity,molecular_function
b0515,GO:0030145,manganese ion binding,molecular_function
b0515,GO:0071522,ureidoglycine aminohydrolase activity,molecular_function
b0958,GO:0005515,"protein binding,",molecular_function
b2793,GO:0005515,"protein binding,",molecular_function
b0408,GO:0005515,protein binding,molecular_function
b0408,GO:0015450,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,molecular_function
b0409,GO:0015450,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity,",molecular_function
b2610,GO:0003924,GTPase activity,molecular_function
b2610,GO:0005525,GTP binding,molecular_function
b2610,GO:0008312,7S RNA binding,molecular_function
b3464,GO:0003924,GTPase activity,molecular_function
b3464,GO:0005525,GTP binding,molecular_function
b1628,GO:0004152,dihydroorotate dehydrogenase activity,molecular_function
b1628,GO:0009055,electron carrier activity,molecular_function
b1628,GO:0016491,oxidoreductase activity,molecular_function
b1628,GO:0046872,metal ion binding,molecular_function
b1628,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b1631,GO:0009055,electron carrier activity,molecular_function
b1631,GO:0010181,FMN binding,molecular_function
b1629,GO:0009055,electron carrier activity,molecular_function
b1629,GO:0046872,metal ion binding,molecular_function
b1629,GO:0051287,NAD binding,molecular_function
b1629,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b0601,GO:0005515,"protein binding,",molecular_function
b2798,GO:0000287,magnesium ion binding,molecular_function
b2798,GO:0003677,DNA binding,molecular_function
b2798,GO:0005515,protein binding,molecular_function
b2798,GO:0017108,5'-flap endonuclease activity,molecular_function
b2798,GO:0030955,potassium ion binding,molecular_function
b1682,GO:0005515,protein binding,molecular_function
b1682,GO:0005524,ATP binding,molecular_function
b1682,GO:0016887,ATPase activity,molecular_function
b0107,GO:0005524,"ATP binding,",molecular_function
b1139,GO:0008233,"peptidase activity,",molecular_function
b3791,GO:0019180,"dTDP-4-amino-4,6-dideoxygalactose transaminase activity",molecular_function
b3791,GO:0030170,pyridoxal phosphate binding,molecular_function
b4481,GO:0008417,fucosyltransferase activity,molecular_function
b4481,GO:0102031,"4-acetamido-4,6-dideoxy-D-galactose transferase activity",molecular_function
b3790,GO:0008080,"N-acetyltransferase activity,",molecular_function
b1873,GO:0005506,iron ion binding,molecular_function
b1873,GO:0009055,electron carrier activity,molecular_function
b1873,GO:0020037,heme binding,molecular_function
b3836,GO:0005515,protein binding,molecular_function
b3836,GO:0008565,protein transporter activity,molecular_function
b3836,GO:0009977,proton motive force dependent protein transmembrane transporter activity,molecular_function
b3836,GO:0042802,identical protein binding,molecular_function
b3838,GO:0005515,protein binding,molecular_function
b3838,GO:0009977,proton motive force dependent protein transmembrane transporter activity,molecular_function
b3838,GO:0042802,identical protein binding,molecular_function
b3839,GO:0005515,protein binding,molecular_function
b3839,GO:0008565,protein transporter activity,molecular_function
b3839,GO:0009977,proton motive force dependent protein transmembrane transporter activity,molecular_function
b3839,GO:0042802,identical protein binding,molecular_function
b0627,GO:0008320,protein transmembrane transporter activity,molecular_function
b0627,GO:0008565,protein transporter activity,molecular_function
b0956,GO:0005515,protein binding,molecular_function
b0956,GO:0043565,sequence-specific DNA binding,molecular_function
b4291,GO:0004872,receptor activity,molecular_function
b4291,GO:0005506,iron ion binding,molecular_function
b4291,GO:0015091,ferric iron transmembrane transporter activity,molecular_function
b0998,GO:0005515,protein binding,molecular_function
b0998,GO:0042277,peptide binding,molecular_function
b0998,GO:0042802,identical protein binding,molecular_function
b0998,GO:0043546,molybdopterin cofactor binding,molecular_function
b3158,GO:0005515,protein binding,molecular_function
b3158,GO:0008233,peptidase activity,molecular_function
b3159,GO:0008233,"peptidase activity,",molecular_function
b0524,GO:0008758,"UDP-2,3-diacylglucosamine hydrolase activity,",molecular_function
b0179,GO:0016410,N-acyltransferase activity,molecular_function
b0179,GO:0042802,identical protein binding,molecular_function
b0179,GO:0043764,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity,molecular_function
b0179,GO:0103118,UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity,molecular_function
b0096,GO:0005506,iron ion binding,molecular_function
b0096,GO:0008270,zinc ion binding,molecular_function
b0096,GO:0008759,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity,molecular_function
b0096,GO:0019213,deacetylase activity,molecular_function
b0096,GO:0103117,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity,molecular_function
b3627,GO:0008918,lipopolysaccharide 3-alpha-galactosyltransferase activity,molecular_function
b3627,GO:0047270,lipopolysaccharide glucosyltransferase II activity,molecular_function
b3784,GO:0000287,magnesium ion binding,molecular_function
b3784,GO:0008144,drug binding,molecular_function
b3784,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,molecular_function
b3784,GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function
b3784,GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",molecular_function
b3784,GO:0030145,manganese ion binding,molecular_function
b3784,GO:0036380,UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity,molecular_function
b3784,GO:0042802,identical protein binding,molecular_function
b3786,GO:0008761,UDP-N-acetylglucosamine 2-epimerase activity,molecular_function
b3786,GO:0042802,identical protein binding,molecular_function
b3787,GO:0003979,UDP-glucose 6-dehydrogenase activity,molecular_function
b3787,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",molecular_function
b3787,GO:0051287,NAD binding,molecular_function
b3787,GO:0089714,UDP-N-acetyl-D-mannosamine dehydrogenase activity,molecular_function
b3794,GO:0016758,"transferase activity, transferring hexosyl groups",molecular_function
b3794,GO:0047241,lipopolysaccharide N-acetylmannosaminouronosyltransferase activity,molecular_function
b3972,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,molecular_function
b3972,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b3189,GO:0008760,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity,",molecular_function
b0181,GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,molecular_function
b0181,GO:0042802,identical protein binding,molecular_function
b0091,GO:0000287,magnesium ion binding,molecular_function
b0091,GO:0005515,protein binding,molecular_function
b0091,GO:0005524,ATP binding,molecular_function
b0091,GO:0008763,UDP-N-acetylmuramate-L-alanine ligase activity,molecular_function
b4233,GO:0005524,ATP binding,molecular_function
b4233,GO:0016881,acid-amino acid ligase activity,molecular_function
b4233,GO:0042802,identical protein binding,molecular_function
b0088,GO:0005524,ATP binding,molecular_function
b0088,GO:0008764,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity,molecular_function
b0088,GO:0042802,identical protein binding,molecular_function
b0085,GO:0000287,magnesium ion binding,molecular_function
b0085,GO:0005524,ATP binding,molecular_function
b0085,GO:0008765,"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity",molecular_function
b0086,GO:0005524,ATP binding,molecular_function
b0086,GO:0008766,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity",molecular_function
b0086,GO:0047480,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity,molecular_function
b2036,GO:0008767,UDP-galactopyranose mutase activity,molecular_function
b2036,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b0759,GO:0003978,UDP-glucose 4-epimerase activity,molecular_function
b0759,GO:0005515,protein binding,molecular_function
b0759,GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",molecular_function
b0759,GO:0042802,identical protein binding,molecular_function
b0759,GO:0070403,NAD+ binding,molecular_function
b2028,GO:0003979,UDP-glucose 6-dehydrogenase activity,molecular_function
b2028,GO:0005515,protein binding,molecular_function
b2028,GO:0051287,NAD binding,molecular_function
b3631,GO:0008919,"lipopolysaccharide glucosyltransferase I activity,",molecular_function
b0675,GO:0000287,magnesium ion binding,molecular_function
b0675,GO:0008253,5'-nucleotidase activity,molecular_function
b2951,GO:0030170,"pyridoxal phosphate binding,",molecular_function
b3353,GO:0050526,"poly(3-hydroxybutyrate) depolymerase activity,",molecular_function
b4461,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function
b4461,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b4218,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function
b4218,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b1864,GO:0003677,"DNA binding,",molecular_function
b1983,GO:0003677,"DNA binding,",molecular_function
b3148,GO:0003676,nucleic acid binding,molecular_function
b3148,GO:0004518,nuclease activity,molecular_function
b1688,GO:0005215,"transporter activity,",molecular_function
